Name:,Lucie Farrell
Email:,lqf5273@psu.edu
Direct Fetched:,F
Hand Fetched:,T
Comment:,Collecting data from the Supplementary Datasheet of Wang, J., Kwon, H., Kim, H.S. et al.'s paper, A neural network model for high entropy alloy design (DOI: 10.1038/s41524-023-01010-x).

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
None,Cr12.5 Mn12.5 Fe50 Co12.5 Ni12.5,None, AC+H+A, homogenized at 1273 K + annealed at 873 K for 10 min,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.11.265
None,Cr12.5 Mn12.5 Fe50 Co12.5 Ni12.5,None, AC+H+A, homogenized at 1273 K + annealed at 873 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.11.265
None,Al9.09 Cr30.303 Co30.303 Ni30.304,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2019.100442
None,Al9.09 Cr30.303 Co30.303 Ni30.304,None, AC+H+A, homogenized at 1473 K + annealed at 1473 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2019.100442
None,Cr2.3 Mn20.7 Fe42.2 Co5.9 Ni28.9,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2015.09.010
None,Cr2.2 Mn24.1 Fe41.1 Co5.5 Ni27.1,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2015.09.010
None,Cr2.1 Mn27 Fe40 Co5.2 Ni25.7,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2015.09.010
None,Cr2.4 Mn33.9 Fe29.4 Co5.8 Ni28.5,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2015.09.010
None,Cr2.4 Mn37.6 Fe25.7 Co5.8 Ni28.5,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2015.09.010
None,Cr25 Mn25 Fe25 Ni25,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.vacuum.2020.109995
None,Cr25 Mn25 Fe25 Ni25,None, AC+H, homogenized at 1173 K,YS,None,None,None,None,None,Pa,None,10.1016/j.vacuum.2020.109995
None,Cr25 Mn25 Fe25 Ni25,None, AC+H, homogenized at 1373 K,YS,None,None,None,None,None,Pa,None,10.1016/j.vacuum.2020.109995
None,Cr25 Fe25 Co25 Ni25,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2015.08.076
None,Al9.09 Cr18.182 Fe18.182 Co18.182 Ni18.182 Cu18.182,None, AC+H, homogenized at 1273 K,YS,None,None,None,None,None,Pa,None,10.1179/1743284714Y.0000000754
None,Al9.09 Cr18.182 Fe18.182 Co18.182 Ni18.182 Cu18.182,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 10 min,YS,None,None,None,None,None,Pa,None,10.1179/1743284714Y.0000000754
None,Al9.09 Cr18.182 Fe18.182 Co18.182 Ni18.182 Cu18.182,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 30 min,YS,None,None,None,None,None,Pa,None,10.1179/1743284714Y.0000000754
None,Al9.09 Cr18.182 Fe18.182 Co18.182 Ni18.182 Cu18.182,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1179/1743284714Y.0000000754
None,Al9.09 Cr18.182 Fe18.182 Co18.182 Ni18.182 Cu18.182,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 5 h,YS,None,None,None,None,None,Pa,None,10.1179/1743284714Y.0000000754
None,Cr20 Mn10 Fe40 Co20 Ni10,None, AC+H+A, homogenized at 1473 K + annealed at 873 K for 30 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140441
None,Cr20 Mn10 Fe40 Co20 Ni10,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 30 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140441
None,Cr20 Mn10 Fe40 Co20 Ni10,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 30 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140441
None,C0.5 Cr19.9 Mn19.9 Fe19.9 Co19.9 Ni19.9,None, AC+H+A, homogenized at 1473 K + annealed at 1373 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2015.05.224
None,Al2.44 Cr24.39 Fe24.39 Co24.39 Ni24.39,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1080/21663831.2016.1257514
None,Al2.44 Cr24.39 Fe24.39 Co24.39 Ni24.39,None, AC+A, annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1080/21663831.2016.1257514
None,Al3.125 Cr31.25 Co31.25 Ni31.25 Mo3.125,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139028
None,Al3.125 Cr31.25 Co31.25 Ni31.25 Mo3.125,None, AC+H+A, homogenized at 1473 K + annealed at 998 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139028
None,Al3.125 Cr31.25 Co31.25 Ni31.25 Mo3.125,None, AC+H+A, homogenized at 1473 K + annealed at 1023 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139028
None,Al3.125 Cr31.25 Co31.25 Ni31.25 Mo3.125,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139028
None,Al3.125 Cr31.25 Co31.25 Ni31.25 Mo3.125,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139028
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2017.04.072
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2017.04.072
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2017.04.072
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1373 K + annealed at 1373 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2017.04.072
None,Al16.67 Cr16.67 Fe33.33 Ni33.33,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.matlet.2016.01.096
None,Al16.665 Cr16.665 Fe16.67 Co16.67 Ni33.33,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.11.016
None,Al16.39 Cr16.39 Fe16.39 Co16.39 Ni34.44,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.11.016
None,Al16.13 Cr16.13 Fe16.13 Co16.13 Ni35.48,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.11.016
None,Al12.28 Cr17.54 Fe35.1 Co17.54 Ni17.54,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2016.04.014
None,Cr15 Fe20 Co35 Ni20 Mo10,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2017.05.019
None,Cr15 Fe20 Co35 Ni20 Mo10,None, AC+H+A, homogenized at 1473 K + annealed at 1123 K for 10 min,YS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2017.05.019
None,Cr15 Fe20 Co35 Ni20 Mo10,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 10 min,YS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2017.05.019
None,Cr15 Fe20 Co35 Ni20 Mo10,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 10 min,YS,None,None,None,None,None,Pa,None,10.1016/j.scriptamat.2017.05.019
None,Cr25 Fe25 Co25 Ni25,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.06.063
None,Cr24.39 Fe24.39 Co24.39 Ni24.39 Mo2.44,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.06.063
None,Cr23.81 Fe23.81 Co23.81 Ni23.81 Mo4.76,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.06.063
None,Cr23.26 Fe23.26 Co23.26 Ni23.26 Mo6.96,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.06.063
None,Cr23.26 Fe23.26 Co23.26 Ni23.26 Mo6.96,None, AC+A, annealed at 1123 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.06.063
None,Cr23.26 Fe23.26 Co23.26 Ni23.26 Mo6.96,None, AC+A, annealed at 1173 K for 5 h,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2016.06.063
None,Al8 Cr17 Fe17 Co17 Ni33 Cu8,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1007/s11837-013-0756-3
None,Al8 Cr17 Fe17 Co17 Ni33 Cu8,None, AC+H, homogenized at 1423 K,YS,None,None,None,None,None,Pa,None,10.1007/s11837-013-0756-3
None,Cr10 Mn30 Fe50 Co10,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2017.03.069
None,Cr10 Mn30 Fe50 Co10,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 5 min,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2017.03.069
None,Cr10 Mn30 Fe50 Co10,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 30 min,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2017.03.069
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 2 h,YS,None,None,None,None,None,Pa,None,10.1557/jmr.2020.256
None,Cr32.26 Co32.26 Ni32.26 Mo3.22,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 2 h,YS,None,None,None,None,None,Pa,None,10.1557/jmr.2020.256
None,Cr31.25 Co31.25 Ni31.25 Mo6.25,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 2 h,YS,None,None,None,None,None,Pa,None,10.1557/jmr.2020.256
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2019.153512
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC+H, homogenized at 1373 K,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139472
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC+H+A, homogenized at 1373 K + annealed at 973 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139472
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139472
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139472
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC+H+A, homogenized at 1373 K + annealed at 1273 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139472
None,Cr19.88 Mn18.39 Fe21.04 Co19.89 Ni20.8,None, AC+H+A, homogenized at 1373 K + annealed at 1373 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139472
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H+A, homogenized at 1273 K + annealed at 873 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2019.05.043
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H+A, homogenized at 1273 K + annealed at 973 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2019.05.043
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H+A, homogenized at 1273 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2019.05.043
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H+A, homogenized at 1273 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2019.05.043
None,Cr20 Mn20 Fe20 Ni20 Cu20,None, AC+H+A, homogenized at 1273 K + annealed at 1273 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matchar.2019.05.043
None,Al11.111 Cr22.222 Fe22.222 Co22.222 Ni22.222,None, AC, ,YS,None,None,None,None,None,Pa,None,10.3390/e20120917
None,Al11.111 Cr22.222 Fe22.222 Co22.222 Ni22.222,None, AC, ,YS,None,None,None,None,None,Pa,None,10.3390/e20120917
None,Al5 Cr12 Mn28 Fe35 Ni20,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.05.056
None,Al10 Cr12 Mn23 Fe35 Ni20,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.05.056
None,Al5 Cr12 Mn28 Fe35 Ni20,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.05.056
None,Al10 Cr12 Mn23 Fe35 Ni20,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.05.056
None,Cr18 Mn20 Fe35 Co21 Ni6,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140264
None,Cr18 Mn20 Fe35 Co21 Ni6,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 2 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140264
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 1148 K for 5 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139587
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 8 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139587
None,Cr16 Fe42 Co42,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139371
None,Cr16 Fe42 Co42,None, AC+H+A, homogenized at 1473 K + annealed at 1023 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139371
None,Cr16 Fe42 Co42,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139371
None,Al6.52 Cr21.74 Fe21.74 Co21.74 Ni21.74 Cu6.52,None, AC+H, homogenized at 1373 K,YS,None,None,None,None,None,Pa,None,10.3390/e20120967
None,Al6.52 Cr21.74 Fe21.74 Co21.74 Ni21.74 Cu6.52,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 5 h,YS,None,None,None,None,None,Pa,None,10.3390/e20120967
None,Cr20 Mn20 Co20 Ni20 Cu20,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1039/C9NR08338C
None,Cr33.34 Co33.33 Ni33.33,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 15 min,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 22 min,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 30 min,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 5 min,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 6 min,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 10 min,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1273 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1473 K + annealed at 1373 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.matchemphys.2020.123073
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2019.100404
None,Cr10 Mn10 Fe10 Co10 Ni60,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 2 h,YS,None,None,None,None,None,Pa,None,10.1016/j.mtla.2019.100404
None,Cr10 Mn50 Fe20 Co10 Ni10,None, AC+H, homogenized at 1373 K,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2019.11.055
None,Cr10 Mn50 Fe20 Co10 Ni10,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 3 min,YS,None,None,None,None,None,Pa,None,10.1016/j.actamat.2019.11.055
None,Cr39.4 Co30.3 Ni30.3,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 6 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139122
None,Cr39.4 Co30.3 Ni30.3,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 6 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139122
None,Al15 Cr21.25 Fe21.25 Co21.25 Ni21.25,None, AC+H+A, homogenized at 1423 K + annealed at 1373 K for 5 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.139122
None,C3.3 Cr9.67 Mn38.68 Fe38.68 Co9.67,None, AC+H, homogenized at 1373 K,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.140927
None,Cr25 Fe25 Co25 Ni25,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 16 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.138940
None,Al3.48 Cr16.65 Fe19.17 Co21.71 Ni38.99,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 16 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.138940
None,Al6.63 Cr16.47 Fe17.38 Co17.69 Ni41.83,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 16 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.138940
None,Al10.02 Cr13.54 Fe14.1 Co14.86 Ni47.48,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 16 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.138940
None,Al10.52 Cr11.39 Fe12.25 Co13.25 Ni52.59,None, AC+H+A, homogenized at 1473 K + annealed at 973 K for 16 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.138940
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1373 K + annealed at 1123 K for 2 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Cr33.34 Co33.33 Ni33.33,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Al3 Cr32.34 Co32.33 Ni32.33,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Al3 Cr32.34 Co32.33 Ni32.33,None, AC+H+A, homogenized at 1373 K + annealed at 1123 K for 2 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Al3 Cr32.34 Co32.33 Ni32.33,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Cr32.34 Co32.33 Ni32.33 Mo3,None, AC+H+A, homogenized at 1373 K + annealed at 1073 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Cr32.34 Co32.33 Ni32.33 Mo3,None, AC+H+A, homogenized at 1373 K + annealed at 1123 K for 2 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Cr32.34 Co32.33 Ni32.33 Mo3,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 2 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jmst.2020.02.073
None,Cr20 Mn24 Fe30 Co20 Ni6,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn24 Fe30 Co20 Ni6,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 5 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn24 Fe30 Co20 Ni6,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 10 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn24 Fe30 Co20 Ni6,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 5 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn15 Fe34 Co20 Ni11,None, AC+H, homogenized at 1473 K,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn15 Fe34 Co20 Ni11,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 5 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn15 Fe34 Co20 Ni11,None, AC+H+A, homogenized at 1473 K + annealed at 1073 K for 10 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn15 Fe34 Co20 Ni11,None, AC+H+A, homogenized at 1473 K + annealed at 1173 K for 5 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2020.140661
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H, homogenized at 1323 K,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,Cr20 Mn20 Fe20 Co20 Ni20,None, AC+H+A, homogenized at 1323 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,C0.93 Cr19.814 Mn19.814 Fe19.814 Co19.814 Ni19.814,None, AC+H, homogenized at 1323 K,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,C0.93 Cr19.814 Mn19.814 Fe19.814 Co19.814 Ni19.814,None, AC+H+A, homogenized at 1323 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,C1.38 Cr19.724 Mn19.724 Fe19.724 Co19.724 Ni19.724,None, AC+H, homogenized at 1323 K,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,C1.38 Cr19.724 Mn19.724 Fe19.724 Co19.724 Ni19.724,None, AC+H+A, homogenized at 1323 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,C1.84 Cr19.632 Mn19.632 Fe19.632 Co19.632 Ni19.632,None, AC+H, homogenized at 1323 K,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,C1.84 Cr19.632 Mn19.632 Fe19.632 Co19.632 Ni19.632,None, AC+H+A, homogenized at 1323 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.jallcom.2018.01.348
None,Al4.76 Cr23.81 Fe23.81 Co23.81 Ni23.81,None, AC+H, homogenized at 1373 K,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138526
None,Al4.76 Cr23.81 Fe23.81 Co23.81 Ni23.81,None, AC+H+A, homogenized at 1373 K + annealed at 823 K for 15 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138526
None,Al4.76 Cr23.81 Fe23.81 Co23.81 Ni23.81,None, AC+H+A, homogenized at 1373 K + annealed at 823 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138526
None,Al4.76 Cr23.81 Fe23.81 Co23.81 Ni23.81,None, AC+H+A, homogenized at 1373 K + annealed at 823 K for 25 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138526
None,Fe33.34 Co33.33 Ni33.33,None, AC+A, annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2017.04.007
None,Al7.14 Mn7.14 Fe28.58 Co28.57 Ni28.57,None, AC+A, annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2017.04.007
None,Al12.5 Mn12.5 Fe25 Co25 Ni25,None, AC+A, annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.intermet.2017.04.007
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1423 K + annealed at 1423 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138620
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1423 K + annealed at 1173 K for 30 min,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138620
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1423 K + annealed at 893 K for 50 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138620
None,Al6.96 Cr23.26 Fe23.26 Co23.26 Ni23.26,None, AC+H+A, homogenized at 1423 K + annealed at 823 K for 24 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2019.138620
None,V33.33 Co33.33 Ni33.34,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,V33.33 Co33.33 Ni33.34,None, AC+H+A, homogenized at 1373 K + annealed at 1173 K for 1 h,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
None,Al3 V32.33 Co32.33 Ni32.34,None, AC, ,YS,None,None,None,None,None,Pa,None,10.1016/j.msea.2021.141054
